id,bookTitle,page,pageLoc,type,bookID,bookPg,bookType,anchorText,itemType,date,author,language
10,Confessions,214,e,Footnote,https://derridas-margins.princeton.edu/titles/188/,41,Book,"On connaí¬t la suite du paragraphe qui se clíÇt ainsiŒæ:ŒæŒ‚ŒæIl me suffit, quant à présent, d'avoir marqué l'origine et la première cause d'un penchant qui a modifié toutes mes passions, et qui, les contenant par elles-míÈmes, m'a toujours rendu paresseux à faire, par trop d'ardeur à désirerŒæŒé (p. 41).",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,214,c,Quotation,https://derridas-margins.princeton.edu/titles/188/,41,Book,"Or pour nous expliquer son Œ‚Œædégoíét pour les filles publiquesŒæŒé, Rousseau nous dit qu'à Venise, à trente et un ans, le Œ‚Œæpenchant qui a modifié toutes [ses] passionsŒæŒé (*Confessions*, p. 41) n'a pas disparuŒæ:ŒæŒ‚ŒæJe n'avais pas perdu la funeste habitude de donner le change à mes besoinsŒæŒé (p. 316).",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,215,a,Quotation,https://derridas-margins.princeton.edu/titles/188/,316,Book,"Or pour nous expliquer son Œ‚Œædégoíét pour les filles publiquesŒæŒé, Rousseau nous dit qu'à Venise, à trente et un ans, le Œ‚Œæpenchant qui a modifié toutes [ses] passionsŒæŒé (*Confessions*, p. 41) n'a pas disparuŒæ:ŒæŒ‚ŒæJe n'avais pas perdu la funeste habitude de donner le change à mes besoinsŒæŒé (p. 316).",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,218,c,Footnote,https://derridas-margins.princeton.edu/titles/188/,1407,Book,"Starobinski (*La transparence et l'obstacle*, p. 221) et les éditeurs des *Confessions* (p. 332, note 1) rapprochent justement l'usage du mot supplément de celui qui en est fait p. 109 (Œ‚Œæsupplément dangereuxŒæŒé).",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,207,d,Quotation,https://derridas-margins.princeton.edu/titles/188/,108,Book,"Supplément dangereux. Ce sont des mots dont Rousseau se sert lui-míÈme dans les *Confessions*. Il le fait dans un contexte qui n'est différent qu'en apparence, et pour expliquer, précisément, Œ‚Œæun état presque inconcevable à la raisonŒæŒéŒæ:ŒæŒ‚ŒæEn un mot, de moi à l'amant le plus passionné, il n'y avait qu'une différence unique, mais essentielle, et qui rend mon état presque inconcevable à la raisonŒæŒé (*Pléiade*, I, p. 108).",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,197,b,Epigraph,https://derridas-margins.princeton.edu/titles/188/,,Book,"Tous les papiers que j'avais rassemblés pour suppléer à ma mémoire et me guider dans cette entreprise, passés en d'autres
mains, ne rentreront plus dans les miennes.",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,295,b,Footnote,https://derridas-margins.princeton.edu/titles/188/,31,Book,"Un peu plus haut, le passage suivant, qui nous paraí¬t, pour plusieurs raisons, devoir íÈtre ici reluŒæ:ŒæŒ‚ŒæLe métier ne me déplaisait pas en lui-míÈmeŒæ; j'avais un goíét vif pour le dessinŒæ; le jeu du burin m'amusait assez, et comme le talent du graveur pour l'horlogerie est très borné, j'avais l'espoir d en atteindre la perfection. J'y serais parvenu peut-íÈtre si la brutalité de mon maí¬tre et la gíÈne excessive ne m'avaient rebuté du travail. Je lui dérobais mon temps, pour l'employer en occupations du míÈme genre, mais qui avaient pour moi l'attrait de la liberté. Je gravais des espèces de médailles pour nous servir à moi et à mes camarades d'ordre de chevalerie. Mon maí¬tre me surprit à ce travail de contrebande, et me roua de coups, disant que je m'exerí_ais à faire de la fausse monnaie, parce que nos médailles avaient les armes de la République. Je puis bien jurer que je n'avais nulle idée de la fausse monnaie, et très peu de la véritable. Je savais mieux comment se faisaient les As romains que nos pièces de trois sous.ŒæŒé",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,213,b,Quotation,https://derridas-margins.princeton.edu/titles/188/,165,Book,"Un peu plus tard, un peu plus bas dans le texte des *Confessions* (livre IV), Œ‚Œæune petite anecdote assez difficile à direŒæŒé nous est racontée. La rencontre d'un homme Œ‚Œæsujet au míÈme viceŒæŒé. Jean-Jacques s'enfuit terrifié, Œ‚Œæaussi tremblantŒæŒé que s'il venait de Œ‚Œæcommettre un crimeŒæŒé. Œ‚ŒæCe souvenir m'en guérit pour longtempsŒæŒé.",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,217,d,Footnote,https://derridas-margins.princeton.edu/titles/188/,1282,Book,"Voir aussi les *Confessions* (p. 109, note des éditeurs).",NA,1782,"Rousseau, Jean-Jacques",fr
11,Considérations sur le Gouvernement de Pologne,402,d,Footnote,https://derridas-margins.princeton.edu/titles/190/,979,Book Section,"C'est pourquoi Rousseau admet la nécessité des représentants tout en la déplorant. Voir les *Considérations sur le Gouvernement de Pologne*Œæ: il y propose un renouvellement très rapide des représentants pour rendre leur Œ‚Œæséduction plus coíéteuse et plus difficileŒæŒé, ce qui est à rapprocher de la règle formulée par le *Contrat*, selon laquelle Œ‚Œæle Souverain doit se montrer fréquemmentŒæŒé (p. 426)Œæ; cf. aussi Derathé, *Rousseau et la science politique de son temps* (p. 277 sq).",bookSection,1771,"Rousseau, Jean-Jacques",fr
11,Considérations sur le Gouvernement de Pologne,405,e,Footnote,https://derridas-margins.princeton.edu/titles/190/,1008,Book Section,"et dans les *Considérations sur le gouvernement de Pologne*Œæ: Œ‚ŒæAu fond l'argent n'est pas la richesse, il n'en est que le signeŒæ; ce n'est pas le signe qu'il faut multiplier, mais la chose représentée.ŒæŒé (p. 1008).",bookSection,1771,"Rousseau, Jean-Jacques",fr
12,Cours de linguistique générale,75,b,Quotation,https://derridas-margins.princeton.edu/titles/100/,56,Book,"Œ‚ La phonologie, elle äóñ il faut le répéter äóñ n'en est [de la science de la langue] qu'une discipline auxiliaire et ne relève que de la parole Œé (p. 56).",book,1960,"Saussure, Ferdinand de",fr
12,Cours de linguistique générale,72,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,101,Book,"Œ‚ On peut donc dire, écrit Saussure, que les signes entièrement arbitraires réalisent mieux que les autres l'idéal du procès sémiologiqueŒæ; c'est pourquoi la langue, le plus complexe et le plus répandu des systèmes d'expression, est aussi le plus caractéristique de tousŒæ; en ce sens la linguistique peut devenir le *patron général de toute sémiologie*, bien que la langue ne soit qu'un système particulierŒæŒé (p. 101. Nous soulignons).",book,1960,"Saussure, Ferdinand de",fr
12,Cours de linguistique générale,74,c,Footnote,https://derridas-margins.princeton.edu/titles/100/,163,Book,Œ‚Œæ*Arbitraire et différentiel* sont deux qualités corrélativesŒæŒé (p. 163).,book,1960,"Saussure, Ferdinand de",fr
12,Cours de linguistique générale,50,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,44,Book,"Œ‚ŒæBien que l'écriture soit en elle-míÈme étrangère au système interne, il est impossible de faire abstraction d'un procédé par lequel la langue est sans cesse figuréeŒæ; il est nécessaire d'en connaí¬tre l'utilité, les défauts et les dangersŒæŒé (p. 44).",book,1960,"Saussure, Ferdinand de",fr
12,Cours de linguistique générale,58,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,33,Book,Œ‚ŒæC'est au psychologue à déterminer la place exacte de la sémiologieŒæŒé (p. 33).,book,1960,"Saussure, Ferdinand de",fr
12,Cours de linguistique générale,75,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,166,Book,Œ‚ŒæCe qu'il y a d'idée ou de matière phonique dans un signe importe moins que ce qu'il y a autour de lui dans les autres signesŒæŒé (p. 166).,book,1960,"Saussure, Ferdinand de",fr
12,Cours de linguistique générale,73,d,Quotation,https://derridas-margins.princeton.edu/titles/100/,165-166,Book,"Œ‚ŒæComme on constate un état de choses identique dans cet autre système de signes qu'est l'écriture, nous le prendrons comme terme de comparaison pour éclairer toute cette question. En fait :
1) Les signes de l'écriture sont arbitrairesŒæ; aucun rapport, par exemple, entre la lettre *t* et le son qu'elle désigneŒæ;
2) la valeur des lettres est purement négative et différentielleŒæ; ainsi une míÈme personne peut écrire *t* avec des variantes telle que: [äó_]. La seule chose essentielle est que ce signe ne se confonde pas sous sa plume avec celui de *l*, de *d*, etc.Œæ;
3) les valeurs de l'écriture n'agissent que par leur opposition réciproque au sein d'un système défini, composé d'un nombre déterminé de lettres. Ce caractère, sans íÈtre identique au second, est étroitement lié avec lui, parce que tous deux dépendent du premier. Le signe graphique étant arbitraire, sa forme importe peu, ou plutíÇt n'a d'importance que dans les limites imposées par le systèmeŒæ;
4) le moyen de production du signe est totalement indifférent, car il n'intéresse pas le système (cela découle aussi du premier caractère). Que j'écrive les lettres en blanc ou en noir, en creux ou en relief, avec une plume ou un ciseau, cela est sans importance pour leur significationŒæŒé (165-166).",book,1960,"Saussure, Ferdinand de",fr
12,Cours de linguistique générale,73,c,Quotation,https://derridas-margins.princeton.edu/titles/100/,165,Book,"Œ‚ŒæComme on constate un état de choses identique dans cet autre système de signes qu'est l'écriture, nous le prendrons comme terme de comparaison pour éclairer toute cette questionŒæŒé (p. 165).",book,1960,"Saussure, Ferdinand de",fr
12,Cours de linguistique générale,52,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,46,Book,"Œ‚ŒæD'abord l'image graphique des mots nous frappe comme un objet permanent et solide, plus propre que le son à constituer l'unité de la langue à travers le temps. Ce lien a beau íÈtre *superficiel* et créer une unité purement *factice* ; il est beaucoup plus *facile* à saisir que le lien *naturel*, le seul véritable, celui du sonŒæŒé (p. 46. Nous soulignons).",book,1960,"Saussure, Ferdinand de",fr
12,Cours de linguistique générale,60,c,Quotation,https://derridas-margins.princeton.edu/titles/100/,54,Book,"Œ‚ŒæDarmesteter prévoit le jour oí_ l'on prononcera míÈme les deux lettres finales de *vingt*, véritable *monstruosité* orthographique. Ces *déformations* phoniques appartiennent bien à la langue, seulement elles *ne résultent pas de son jeu naturel*Œæ; elles sont dues à un facteur qui lui est *étranger*. La linguistique doit les mettre en observation dans un *compartiment spécial*Œæ: ce sont des cas *tératologiques*ŒæŒé (p. 54. Nous soulignons).",book,1960,"Saussure, Ferdinand de",fr
12,Cours de linguistique générale,74,b,Footnote,https://derridas-margins.princeton.edu/titles/100/,164,Book,"Œ‚ŒæIl est impossible que le son, élément matériel, appartienne lui-míÈme à la langue. Il n'est pour elle qu'une chose secondaire, une matière qu'elle met en Åñuvre. Toutes les valeurs conventionnelles présentent ce caractère de ne pas se confondre avec l'élément tangible qui leur sert de supportäó_ŒæŒé Œ‚ŒæDans son essence, il [le signifiant linguistique] n'est aucunement phonique, il est incorporel, constitué, non par sa substance matérielle, mais uniquement par les différences qui séparent son image acoustique de toutes les autresŒæŒé (p. 164).",book,1960,"Saussure, Ferdinand de",fr
12,Cours de linguistique générale,54,g,Quotation,https://derridas-margins.princeton.edu/titles/100/,55,Book,"Œ‚ŒæIl faudrait substituer tout de suite le naturel à l'artificielŒæ; mais cela est impossible tant qu'on n'a pas étudié les sons de la langueŒæ; car détachés de leurs signes graphiques, ils ne représentent plus que des notions vagues, et l'on préfère encore l'appui, míÈme trompeur, de l'écriture. Aussi les premiers linguistes, qui ignoraient tout de la physiologie des sons articulés, sont-ils tombés à tout instant dans ces piècesŒæ: lí¢cher la lettre, c'était pour eux perdre piedŒæ; pour nous, c'est un premier pas vers la véritéŒæŒé (p. 55. Ouverture du chapitre sur *La phonologie*).",book,1960,"Saussure, Ferdinand de",fr
12,Cours de linguistique générale,48,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,47,Book,"Œ‚ŒæIl n'y a que deux systèmes d'écritureŒæ: 1. le système idéographique, dans lequel le mot est représenté par un signe unique et étranger aux sons dont il se compose. Ce signe se rapporte à l'ensemble du mot, et par-là, indirectement à l'idée qu'il exprime. L'exemple classique de ce système est l'écriture chinoise. 2. le système dit communément ""phonétique"", qui vise à reproduire la suite des sons se succédant dans le mot. Les écritures phonétiques sont tantíÇt syllabiques, tantíÇt alphabétiques, c'est-à-dire basées sur les éléments irréductibles de la parole. D'ailleurs les écritures idéographiques deviennent volontiers mixtesŒæ: certains idéogrammes, détournés de leur valeur première, finissent par représenter des sons isolésŒæŒé (p. 47).",book,1960,"Saussure, Ferdinand de",fr
12,Cours de linguistique générale,51,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,51,Book,Œ‚ŒæL'écriture voile la vue de la langueŒæ: elle n'est pas un víÈtement mais un travestissementŒæŒé (p. 51).,book,1960,"Saussure, Ferdinand de",fr
12,Cours de linguistique générale,74,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,21,Book,"Œ‚ŒæL'essentiel de la langue, nous le verrons, est étranger au caractère phonique du signe linguistiqueŒæŒé (p. 21).",book,1960,"Saussure, Ferdinand de",fr
12,Cours de linguistique générale,55,e,Quotation,https://derridas-margins.princeton.edu/titles/100/,111,Book,"Œ‚ŒæL'homme qui prétendrait composer une langue immuable, que la postérité devrait accepter telle quelle, ressemblerait à la poule qui a couvé un Åñuf de canardŒæŒé (p. 111).",book,1960,"Saussure, Ferdinand de",fr
12,Cours de linguistique générale,51,c,Quotation,https://derridas-margins.princeton.edu/titles/100/,47,Book,Œ‚ŒæL'image graphique finit par s'imposer aux dépens du sonäó_ et le rapport naturel est renversé Œé (p. 47).,book,1960,"Saussure, Ferdinand de",fr
12,Cours de linguistique générale,45,d,Quotation,https://derridas-margins.princeton.edu/titles/100/,45,Book,Œ‚ŒæL'objet linguistique n'est pas défini par la combinaison du mot écrit et du mot parléŒæ; *ce dernier constitue à lui seul cet objet*ŒæŒé (p. 45. Nous soulignons).,book,1960,"Saussure, Ferdinand de",fr
12,Cours de linguistique générale,75,c,Quotation,https://derridas-margins.princeton.edu/titles/100/,111,Book,"Œ‚ŒæLa continuité du signe dans le temps, liée à l'altération dans le temps, est un principe de la sémiologie généraleŒæ; on en trouverait confirmation dans les systèmes d'écriture, le langage de sourds-muets, etc.ŒæŒé (p. 111).",book,1960,"Saussure, Ferdinand de",fr
12,Cours de linguistique générale,55,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,14,Book,Œ‚ŒæLa critique philologique est en défaut sur un pointŒæ: elle s'attache trop servilement à la langue écrite et oublie la langue vivanteŒæŒé (p. 14).,book,1960,"Saussure, Ferdinand de",fr
